OTU,ARMS_Gdynia_GDY1_20190619_20191029_MF100_r1,ARMS_Gdynia_GDY1_20190619_20191029_SF38_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_DMSO_r1,ARMS_Crete_1HERP_20180928_20190128_MF125_ETOH_r1,ARMS_Bodo_GStraB_20190621_20201207_MF100_r1,ARMS_Bodo_GStraB_20190621_20201207_MF500_r1,ARMS_Bodo_GStraB_20190621_20201207_SF50_A_r1,ARMS_Bodo_GStraM_20190621_20201207_MF100_r1,ARMS_Bodo_GStraM_20190621_20201207_MF500_r1,ARMS_Bodo_GStraM_20190621_20201207_SF50_A_r1,ARMS_Vigo_TorallaC_20190625_20191014_SF40_r1,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,Classification,TAXON:NCBI_TAX_ID
Otu27,0,0,0,0,0,0,0,0,0,0,0,6,1757,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu666,0,0,0,0,0,2,0,0,0,0,0,3,1,9,0,0,7,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;NA;NA;NA;NA;NA,Cryomonadida:589444
Otu667,0,0,0,0,0,0,0,0,1,0,0,2,0,9,4,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,4,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Biddulphia;NA;NA;NA;NA,Biddulphia:420276
Otu886,0,0,0,0,1,3,4,0,6,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,Opalozoa:2683629
Otu887,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Agaricomycetes;Nia;NA;NA;NA,Nia:155002
Otu880,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Granofilosea;Novel-Massiteriidae;NA;NA;NA;NA;NA,Filosa-Granofilosea:1938466
Otu881,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Phaeophyceae;NA;NA;NA;NA;NA;NA,Phaeophyceae:2870
Otu882,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;NA;NA;NA;NA;NA;NA;NA;NA,Stramenopiles:33634
Otu883,2,3,0,0,1,1,0,0,7,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Rotifera;NA;NA;NA;NA;NA;NA,Rotifera:10190
Otu390,0,0,0,0,18,0,0,36,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Gigartinales;NA;NA;NA;NA;NA,Gigartinales:28017
Otu391,4,27,0,0,7,6,12,4,1,21,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;NA;NA;NA;NA;NA,Ulvophyceae:33103
Otu392,11,24,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu393,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu394,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Amblyosyllis;NA;NA;NA;NA;NA,Amblyosyllis:199547
Otu396,0,0,0,0,6,7,3,53,5,0,2,0,0,0,0,3,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,Bryozoa:10205
Otu397,1,0,0,0,0,27,30,1,40,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lecudina;NA;NA;NA,Lecudina:198478
Otu980,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Marimonadida;NA;NA;NA;NA;NA,Marimonadida:1736122
Otu243,0,0,0,0,0,1,66,0,1,6,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Phaeophila;NA;NA;NA;NA,Phaeophila:262508
Otu240,3,0,0,0,1,28,0,0,46,12,0,3,1,63,0,3,90,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Mataza-lineage;NA;NA;NA;NA;NA,Filosa-Thecofilosea:1004930
Otu241,71,20,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;NA;NA;NA;NA;NA;NA,Florideophyceae:2806
Otu246,64,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu247,64,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;NA;NA;NA;NA;NA;NA,Arthropoda:6656
Otu244,0,0,0,0,0,65,0,3,12,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;NA;NA;NA;NA;NA;NA,Nematoda:6231
Otu245,0,0,0,0,0,2,3,0,1,0,0,2,0,65,0,3,34,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Rhytidocystidae;NA;NA;NA;NA,Rhytidocystidae:358186
Otu248,80,13,0,0,17,0,0,0,0,0,0,0,7,0,2,3,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;Navicula;NA;NA;NA;NA,Navicula:50949
Otu249,7,0,0,0,1,63,9,1,0,4,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu718,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Choreotrichida;Strobilidiidae;NA;NA;NA;NA,Strobilidiidae:181619
Otu719,7,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;NA;NA;NA;NA,Chlorellales:35460
Otu866,0,0,0,0,0,5,0,1,10,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;NA;NA;NA;NA,Saccharomycetales:4892
Otu867,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;NA;NA;NA;NA,Actinocephalidae:650287
Otu864,0,0,0,0,2,5,1,0,0,0,0,2,0,0,0,1,0,Main genome;Eukaryota;Opisthokonta;Fungi;Cryptomycota;Cryptomycotina;NA;NA;NA;NA;NA,Cryptomycota:1031332
Otu862,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;NA;NA;NA;NA,Cephaloidophoridae:947083
Otu863,0,0,0,0,3,5,0,3,0,5,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Urosporidae;NA;NA;NA;NA,Urosporidae:340202
Otu860,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu861,0,0,0,0,1,5,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;NA;NA;NA;NA;NA;NA;NA;NA,Alveolata:33630
Otu868,0,0,0,0,0,4,5,1,2,0,0,0,0,3,0,0,4,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Mamiellales;Mamiellaceae;Mantoniella;NA;NA;NA,Mantoniella:13607
Otu869,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Amoebozoa;Breviatea;Subulatomonas-lineage;NA;NA;NA;NA;NA;NA,Breviatea:1401294
Otu1619,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Rhodymeniales;Chylocladia;NA;NA;NA;NA,Chylocladia:81593
Otu1618,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu1612,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu1611,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Excavata;Discoba;Heterolobosea;NA;NA;NA;NA;NA;NA,Heterolobosea:5752
Otu1617,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;NA;NA;NA;NA;NA;NA,Streptophyta:35493
Otu1615,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;NA;NA;NA;NA,Heterobranchia:216305
Otu1614,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;Chelyosoma;NA;NA;NA;NA,Chelyosoma:71176
Otu94,0,0,0,0,384,0,0,7,0,0,0,36,0,0,12,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudanthessius;NA;NA;NA,Pseudanthessius:298443
Otu1727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Araphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1726,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Katablepharidophyta;Katablepharidaceae;Katablepharidales;Katablepharis;NA;NA;NA;NA,Katablepharis:339962
Otu1725,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu1724,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Main genome;Eukaryota;Archaeplastida;Streptophyta;Zygnemophyceae;NA;NA;NA;NA;NA;NA,Zygnemophyceae:131209
Otu1723,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1722,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;NA;NA;NA;NA;NA;NA,Oligohymenophorea:6020
Otu1721,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;NA;NA;NA;NA,Oblongichytrida:2699530
Otu1728,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;Penardia-lineage;NA;NA;NA;NA,Vampyrellida:1367446
Otu96,11,2,0,0,9,8,0,0,24,0,0,1,0,3,1,0,371,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;CCW10-lineage;NA;NA;NA;NA,Ventricleftida:1938500
Otu1268,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;NA;NA;NA;NA,Sarcocystidae:5809
Otu1269,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu1262,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;NA;NA;NA;NA,Thraustochytriaceae:33674
Otu1263,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Oblongichytrida;Oblongichytridiaceae;NA;NA;NA;NA,Oblongichytrida:2699530
Otu1260,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Pholoe;NA;NA;NA;NA;NA,Pholoe:222012
Otu1261,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Malacostraca;Scylla;NA;NA;NA,Scylla:6760
Otu1266,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;Chaetoceros;NA;NA;NA;NA,Chaetoceros:49237
Otu1267,0,0,0,0,2,0,0,0,0,0,0,3,0,3,0,0,0,Main genome;Eukaryota;Apusozoa;Apusomonadidae;Group-1;Amastigomonas;NA;NA;NA;NA;NA,Amastigomonas:172821
Otu1264,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;NA;NA;NA;NA,Dolichomastigaceae:1525217
Otu1265,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;NA;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1469,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Mataza-lineage;NA;NA;NA;NA;NA,Filosa-Thecofilosea:1004930
Otu1464,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;NA;NA;NA;NA,Dolichomastigaceae:1525217
Otu1465,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Sarcomonadea;Cercomonadida;Cercomonadidae;Cercomonas;NA;NA;NA,Cercomonas:45109
Otu1466,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Main genome;Eukaryota;Stramenopiles;Opalozoa;MAST-12;MAST-12A;NA;NA;NA;NA;NA,Opalozoa:2683629
Otu1467,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Gregarinidae;NA;NA;NA;NA,Gregarinidae:35088
Otu1460,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;NA;NA;NA;NA;NA;NA;NA;NA,Alveolata:33630
Otu1461,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1462,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Mamiellophyceae;Dolichomastigales;Dolichomastigaceae;Dolichomastigaceae-B;NA;NA;NA,Dolichomastigaceae:1525217
Otu1598,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1599,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Scyphozoa;Cyanea;NA;NA;NA;NA,Cyanea:27803
Otu1590,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Chytridiomycota;Chytridiomycotina;NA;NA;NA;NA;NA,Chytridiomycota:4761
Otu1592,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Alphamonaceae;Alphamonadea;ALPH1;NA;NA,Alphamonaceae:2605703
Otu1593,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;Gymnodiniales;Gymnodiniaceae;Lepidodinium;NA;NA;NA,Lepidodinium:66470
Otu1594,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ventricleftida;Ventrifissuridae;NA;NA;NA;NA,Ventrifissuridae:1938506
Otu1595,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Bangiophyceae;Bangiales;Bangiaceae;Porphyra;NA;NA;NA,Porphyra:2784
Otu1597,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;Acrochaete;NA;NA;NA;NA,Acrochaete:188557
Otu964,0,0,0,0,16,0,0,9,1,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu93,403,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Enoplea;Tripyloides;NA;NA;NA;NA,Tripyloides:320129
Otu955,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Hacrobia;Centroheliozoa;NA;NA;NA;NA;NA;NA;NA,Centroheliozoa:193537
Otu1042,0,0,0,0,0,0,0,2,0,6,10,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;NA;NA;NA;NA;NA;NA,Urochordata:7712
Otu1043,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;NA;NA;NA;NA,Cephaloidophoridae:947083
Otu1041,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;Atkinsiellales;Atkinsiella;NA;NA;NA;NA,Atkinsiella:135475
Otu1046,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,Bryozoa:10205
Otu1044,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;NA;NA;NA;NA;NA;NA,Urochordata:7712
Otu523,0,0,0,0,1,9,0,0,14,0,0,0,0,0,0,0,7,Main genome;Eukaryota;Alveolata;Chrompodellids;Colpodellidea;Colpodellida;Colpodellaceae;Colpodella;NA;NA;NA,Colpodella:177938
Otu522,0,0,0,0,10,0,0,16,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Nematoda;Chromadorea;Paracyatholaimus;NA;NA;NA;NA,Paracyatholaimus:327455
Otu1048,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1049,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Polar-centric-Mediophyceae;NA;NA;NA;NA;NA,Polar-centric-Mediophyceae:589449
Otu527,5,2,0,0,1,11,0,0,0,0,0,14,2,0,4,1,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Syndiniales;Dino-Group-I;Dino-Group-I-Clade-4;NA;NA;NA;NA,Syndiniales:88547
Otu526,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;Ascogregarina;NA;NA;NA,Ascogregarina:158378
Otu525,0,0,0,0,2,7,5,1,14,4,0,0,0,0,0,0,2,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu524,0,0,0,0,0,5,0,0,14,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;NA;NA;NA;NA;NA,Neogregarinorida:238088
Otu1284,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Spirotrichea;Hypotrichia;Oxytrichidae;Amphisiella;NA;NA;NA,Amphisiella:396410
Otu1285,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;Pontohedyle;NA;NA;NA,Pontohedyle:259640
Otu1286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,Main genome;Eukaryota;Alveolata;Ciliophora;CONThreeP;NA;NA;NA;NA;NA;NA,Ciliophora:5878
Otu1287,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Cnidaria;Hydrozoa;Clytia;NA;NA;NA;NA,Clytia:13436
Otu1280,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Imbricatea;Euglyphida;NA;NA;NA;NA;NA,Euglyphida:178369
Otu1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;NA;NA;NA;NA,Ostracoda:6670
Otu1282,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,1,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Chlorarachniophyceae;LC104-lineage;NA;NA;NA;NA;NA,Chlorarachniophyceae:29197
Otu1283,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;NA;NA;NA;NA;NA;NA;NA,Cercozoa:136419
Otu1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;NA;NA;NA;NA;NA,Crustacea:6657
Otu1168,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;MAST-9;MAST-9B;NA;NA;NA;NA;NA,Sagenista:421189
Otu416,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Rhabdocoela;NA;NA;NA;NA,Rhabdocoela:27901
Otu415,22,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Litostomatea;NA;NA;NA;NA;NA;NA,Litostomatea:5988
Otu414,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Pseudofungi;Oomycota;NA;NA;NA;NA;NA;NA,Oomycota:4762
Otu413,0,0,0,0,6,0,0,1,0,0,0,12,0,0,32,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Euryte;NA;NA;NA,Euryte:298417
Otu410,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Neogregarinorida;Actinocephalidae;NA;NA;NA;NA,Actinocephalidae:650287
Otu419,4,0,0,0,0,4,3,1,22,0,0,0,0,6,0,0,17,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Marosporida;Rhytidocystidae;NA;NA;NA;NA,Rhytidocystidae:358186
Otu418,0,0,0,0,0,5,6,0,22,1,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Chlorophyceae;Sphaeropleales;NA;NA;NA;NA;NA,Sphaeropleales:35491
Otu1136,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;Sessilida;NA;NA;NA;NA,Sessilida:1974272
Otu1137,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;NA;NA;NA;NA;NA,Apicomplexa:5794
Otu1135,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1132,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Heterotrichea;Peritromidae;NA;NA;NA;NA;NA,Peritromidae:219165
Otu1133,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia;NA;NA;NA;NA;NA,Peritrichia:6021
Otu1130,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Ochrophyta;Bacillariophyta;Raphid-pennate;NA;NA;NA;NA;NA,Bacillariophyta:2836
Otu1131,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;NA;NA;NA;NA;NA,Vampyrellida:1367446
Otu899,2,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Endomyxa;Vampyrellida;sm27-lineage;NA;NA;NA;NA,Vampyrellida:1367446
