Country,ObservatoryID,UnitID,DateDeployed,DateCollected,EventID,MaterialSampleID,FieldReplicate,Fraction,Preservative,SequencingRunRepeat,SequencingRunComment,Filter,CrateCover,Number of images,Sequences available,SampleRep
FIN,TZS,Angbat,2021-06-09,2022-06-30,ARMS_TZS_Angbat_20210609_20220630_r1_s1,ARMS_TZS_Angbat_20210609_20220630_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,not provided,0,,s1
FRA,Roscoff,BasBloS2,2021-05-19,2022-05-12,ARMS_Roscoff_BasBloS2_20210519_20220512_r1_s1,ARMS_Roscoff_BasBloS2_20210519_20220512_SFA,EMOBON_Roscoff_BasBloS_20210519_20220509,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s1
FRA,Roscoff,BasBloS2,2021-05-19,2022-05-12,ARMS_Roscoff_BasBloS2_20210519_20220512_r1_s1,ARMS_Roscoff_BasBloS2_20210519_20220512_MF500,EMOBON_Roscoff_BasBloS_20210519_20220509,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
ITA,AdriaticEastCoast,Ven2,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_VEN2_20210623_20220713_r1_s1,ARMS_AdriaticEastCoast_VEN2_20210623_20220713_SF40,ARMS_AdriaticEastCoast_VEN_20210623_20220713,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s1
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH3_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH3_20210422_20210722_MF500,ARMS_RavHarbour_RavH_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; 18S,s1
SWE,SWC,Gbg2,2020-02-06,2020-05-20,ARMS_SWC_Gbg2_20200206_20200520_r1_s1,ARMS_SWC_Gbg2_20200206_20200520_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,24,COI; ITS; 18S,s1
ITA,RavMarina,RAVM,2021-04-22,2021-07-22,ARMS_RavMarina_RavM1_20210422_20210722_r1_s1,ARMS_RavMarina_RavM1_20210422_20210722_SF40,ARMS_RavMarina_RavM_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,22,COI; 18S,s1
GRC,Crete,1HERP,2018-09-28,2019-01-28,ARMS_Crete_1HERP_20180928_20190128_r1_s1,ARMS_Crete_1HERP_20180928_20190128_SF_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,N/A (No filter was used),yes,140,COI; ITS; 18S,s1
ESP,Getxo,G2,2021-07-29,2021-11-24,ARMS_Getxo_G2_20210729_20211124_r1_s1,ARMS_Getxo_G2_20210729_20211124_MF100,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_MF100_1,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
SWE,SWC,Gbg2,2020-02-06,2020-05-20,ARMS_SWC_Gbg2_20200206_20200520_r1_s1,ARMS_SWC_Gbg2_20200206_20200520_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,24,COI; ITS; 18S,s1
SVN,GulfOfPiran,Fornace,2018-08-15,2018-11-18,ARMS_GulfOfPiran_Fornace_20180815_20181118_r1_s1,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,154,COI; ITS; 18S,s1
SWE,SWC,Varberg3,2020-02-13,2020-06-03,ARMS_SWC_Varberg3_20200213_20200603_r1_s1,ARMS_SWC_Varberg3_20200213_20200603_MF100,ARMS_SWC_Varberg_20200213_20200603,Motile,DMSO,first sequencing run,Not provided,100,not provided,26,COI; ITS; 18S,s1
GRC,Crete,1HERP,2020-09-03,2021-06-26,ARMS_Crete_1HERP_20200903_20210626_r1_s1,ARMS_Crete_1HERP_20200903_20210626_MF90,no replicate,Sessile,Frozen,first sequencing run,Not provided,N/A (No filter was used),no,0,,s1
GBR,Plymouth,MBA1A,2020-07-17,2020-09-21,ARMS_Plymouth_MBA1A_20200717_20200921_r1_s1,ARMS_Plymouth_MBA1A_20200717_20200921_SF40,ARMS_Plymouth_MBA1_20200717_20200921,Sessile,DMSO,first sequencing run,Not provided,40,not provided,17,COI; 18S,s1
GBR,Plymouth,MBA2,2018-07-01,2018-10-01,ARMS_Plymouth_MBA2_20180701_20181001_r1_s1,ARMS_Plymouth_MBA2_20180701_20181001_MF500_ETOH,no replicate,Motile,EtOH,first sequencing run,Not provided,500,not provided,27,COI; ITS; 18S,s1
NOR,Svalbard,S1A,2020-08-05,2022-07-29,ARMS_Svalbard_S1A_20200805_20220729_r1_s1,ARMS_Svalbard_S1A_20200805_20220729_SF40_DMSO,ARMS_Svalbard_S1_20200805_20220729,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,162,,s1
POL,Gdynia,GDY1,2019-06-19,2019-10-29,ARMS_Gdynia_GDY1_20190619_20191029_r1_s1,ARMS_Gdynia_GDY1_20190619_20191029_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,154,COI; 18S,s1
SWE,SWC,Helsingborg2,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg2_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg2_20200305_20200604_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,23,COI; ITS; 18S,s1
ISR,Eilat,Katza1 ,2021-03-22,2022-03-13,ARMS_Eilat_Katza1_20210322_20220313_r2_s2,ARMS_Eilat_Katza1_20210322_20220313_MF500,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,0,,s2
FIN,TZS,Spikarna,2021-06-07,2021-11-22,ARMS_TZS_Spikarna_20210607_20211122_r1_s1,ARMS_TZS_Spikarna_20210607_20211122_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,18,,s1
SVN,GulfOfPiran,Fornace,2018-08-15,2018-11-18,ARMS_GulfOfPiran_Fornace_20180815_20181118_r2_s1,ARMS_GulfOfPiran_Fornace_20180815_20181118_SF_ETOH,no replicate,Sessile,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,not provided,not provided,154,COI; 18S,s1
ESP,Vigo,TorallaA,2021-07-01,2021-10-09,ARMS_Vigo_TorallaA_20210701_20211009_r1_s3,ARMS_Vigo_TorallaA_20210701_20211009_SF,EMOBON_Vigo_Toralla_20210701_20211009,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s3
DNK,Limfjord,Green33,2019-10-29,2020-11-10,ARMS_Limfjord_Green33_20191029_20201110_r1_s1,ARMS_Limfjord_Green33_20191029_20201110_MF500,ARMS_Limfjord_Limfjord_20191029_20201110,Motile,DMSO,first sequencing run,Not provided,500,not provided,24,COI; 18S,s1
NOR,Svalbard,S1,2018-07-06,2019-08-06,ARMS_Svalbard_S1_20180706_20190806_r1_s1,ARMS_Svalbard_S1_20180706_20190806_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,197,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF500_3,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
SWE,SWC,Gbg4,2020-02-06,2020-05-29,ARMS_SWC_Gbg4_20200206_20200529_r1_s1,ARMS_SWC_Gbg4_20200206_20200529_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CoastbustersB,2021-04-22,2023-02-15,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
NOR,Bodo,GStraM,2021-06-17,2022-11-17,ARMS_Bodo_GStraM_20210617_20221117_r1_s1,ARMS_Bodo_GStraM_20210617_20221117_MF125,ARMS_Bodo_GStra_20210617_20221117,Motile,DMSO,first sequencing run,Not provided,125,Not provided,0,,s1
ESP,Vigo,TorallaB,2020-07-06,2020-10-06,ARMS_Vigo_TorallaB_20200706_20201006_r1_s1,ARMS_Vigo_TorallaB_20200706_20201006_MF100,ARMS_Vigo_Toralla_20200706_20201006,Motile,DMSO,first sequencing run,Not provided,100,not provided,18,COI; 18S,s1
ITA,AdriaticEastCoast,Ven1,2021-06-23,2022-07-13,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_r1_s1,ARMS_AdriaticEastCoast_VEN1_20210623_20220713_MF100,ARMS_AdriaticEastCoast_VEN_20210623_20220713,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FRA,Roscoff,BasBloS3,2020-05-29,2021-05-19,ARMS_Roscoff_BasBloS3_20200529_20210519_r1_s1,ARMS_Roscoff_BasBloS3_20200529_20210519_MF500,EMOBON_Roscoff_BasBloS_20200529_20210518,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
FRA,Roscoff,BasBloS2,2021-05-19,2022-05-12,ARMS_Roscoff_BasBloS2_20210519_20220512_r1_s1,ARMS_Roscoff_BasBloS2_20210519_20220512_MF100,EMOBON_Roscoff_BasBloS_20210519_20220509,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
SVN,GulfOfPiran,LukaKP,2021-06-22,2021-10-27,ARMS_GulfOfPiran_LukaKP_20210622_20211027_r1_s1,ARMS_GulfOfPiran_LukaKP_20210622_20211027_SF40_DMSO,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,0,COI; 18S,s1
NOR,Svalbard,S1B,2020-08-06,2022-07-31,ARMS_Svalbard_S1B_20200806_20220731_r1_s1,ARMS_Svalbard_S1B_20200806_20220731_MF100_DMSO,ARMS_Svalbard_S1_20200805_20220729,Motile,DMSO,first sequencing run,Not provided,100,Not provided,186,,s1
GBR,Plymouth,MBA1,2018-07-01,2018-10-01,ARMS_Plymouth_MBA1_20180701_20181001_r1_s1,ARMS_Plymouth_MBA1_20180701_20181001_SF40_ETOH,no replicate,Sessile,EtOH,first sequencing run,Not provided,40,not provided,24,COI; 18S,s1
Belgium,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
DNK,Limfjord,Green33,2019-06-18,2019-10-29,ARMS_Limfjord_Green33_20190618_20191029_r1_s1,ARMS_Limfjord_Green33_20190618_20191029_MF100,ARMS_Limfjord_Limfjord_20190618_20191029,Motile,DMSO,first sequencing run,Not provided,100,yes,28,COI; ITS; 18S,s1
SVN,GulfOfPiran,BojaVida,2021-07-28,2022-08-16,ARMS_GulfOfPiran_BojaVida_20210728_20220816_r2_s1,ARMS_GulfOfPiran_BojaVida_20210728_20220816_MF1000,no replicate,Motile,DMSO,second sequencing run (repeat),Not provided,1000,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
DNK,Limfjord,Green33,2019-10-29,2020-11-10,ARMS_Limfjord_Green33_20191029_20201110_r1_s1,ARMS_Limfjord_Green33_20191029_20201110_MF100,ARMS_Limfjord_Limfjord_20191029_20201110,Motile,DMSO,first sequencing run,Not provided,100,not provided,24,COI; 18S,s1
ISR,Eilat,Katza3,2021-03-22,2022-03-25,ARMS_Eilat_Katza3_20210322_20220325_r1_s2,ARMS_Eilat_Katza3_20210322_20220325_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s2
SWE,SWC,Varberg1,2020-02-13,2020-06-03,ARMS_SWC_Varberg1_20200213_20200603_r1_s1,ARMS_SWC_Varberg1_20200213_20200603_MF500,ARMS_SWC_Varberg_20200213_20200603,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; ITS; 18S,s1
DNK,Limfjord,Red2,2020-11-10,2021-11-15,ARMS_Limfjord_Red2_20201110_20211115_r1_s1,ARMS_Limfjord_Red2_20201110_20211115_MF500,ARMS_Limfjord_Limfjord_20201110_20211115,Motile,DMSO,first sequencing run,Not provided,500,no,0,COI; 18S,s1
Belgium,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_MF100_1,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
POL,Gdynia,GDY1,2019-06-19,2019-10-29,ARMS_Gdynia_GDY1_20190619_20191029_r1_s1,ARMS_Gdynia_GDY1_20190619_20191029_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,154,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerC,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerC_20210623_20220622,ARMS_BelgiumCoast_CPowerC_20210623_20220622_MF500_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
DNK,Laeso,Laeso3,2019-08-19,2020-08-11,ARMS_Laeso_Laeso3_20190819_20200811_r1_s1,ARMS_Laeso_Laeso3_20190819_20200811_MF100,ARMS_Laeso_Laeso_20190819_20200811,Motile,DMSO,first sequencing run,Not provided,100,yes,21,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_3,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
SWE,Koster,VH3,2018-04-18,2019-05-27,ARMS_Koster_VH3_20180418_20190527_r1_s1,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,yes,109,COI; ITS; 18S,s1
Belgium,BelgiumCoast,CPowerA,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerA_20220622_20230905,ARMS_BelgiumCoast_CPowerA_20220622_20230905_MF100_1,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
FRA,Roscoff,MarBloR2,2019-06-12,2019-09-17,ARMS_Roscoff_MarBloR2_20190612_20190917_r1_s1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500,ARMS_Roscoff_MarBloR_20190612_20190916,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,COI; ITS; 18S,s1
BEL,BelgiumCoast,CoastbustersB,2021-04-22,2023-02-15,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_r1_s1,ARMS_BelgiumCoast_CoastbustersB_20210422_20230215_MF100,no replicate,Motile,Frozen,first sequencing run,Not provided,100,not provided,18,,s1
SVN,GulfOfPiran,Fornace,2018-08-15,2018-11-18,ARMS_GulfOfPiran_Fornace_20180815_20181118_r2_s1,ARMS_GulfOfPiran_Fornace_20180815_20181118_MF500_ETOH,no replicate,Motile,EtOH,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing,200,not provided,154,COI; 18S,s1
FIN,TZS,Kummelkobben,2021-06-09,2022-06-22,ARMS_TZS_Kummelkobben_20210609_20220622_r1_s1,ARMS_TZS_Kummelkobben_20210609_20220622_MF100_ETOH,no replicate,Motile,ETOH,first sequencing run,Not provided,100,Not provided,18,,s1
NOR,Bodo,GStraB,2019-06-21,2020-12-07,ARMS_Bodo_GStraB_20190621_20201207_r1_s1,ARMS_Bodo_GStraB_20190621_20201207_MF500,ARMS_Bodo_GStra_20190621_20201207,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; 18S,s1
FRA,Roscoff,MarBloR2,2021-06-21,2021-10-12,ARMS_Roscoff_MarBloR2_20210621_20211012_r1_s1,ARMS_Roscoff_MarBloR2_20210621_20211012_MF100,EMOBON_Roscoff_MarBloR_20210621_20211011,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
ESP,Getxo,G3,2019-06-24,2019-10-16,ARMS_Getxo_G3_20190624_20191016_r1_s1,ARMS_Getxo_G3_20190624_20191016_MF500,ARMS_Getxo_G_20190624_20191016,Motile,DMSO,first sequencing run,Not provided,500,no,222,COI; 18S,s1
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_s1,ARMS_Getxo_G1_20210729_20211124_MF100,EMOBON_Getxo_G_20210729_20211124,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
FRA,Roscoff,BasBloS2,2020-05-29,2021-05-19,ARMS_Roscoff_BasBloS2_20200529_20210519_r1_s1,ARMS_Roscoff_BasBloS2_20200529_20210519_MF500,EMOBON_Roscoff_BasBloS_20200529_20210518,Motile,DMSO,first sequencing run,Not provided,500,Not provided,0,,s1
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r2_s1,ARMS_Getxo_G1_20210729_20211124_MF500,ARMS_Getxo_G_20210729_20211124,Motile,DMSO,second sequencing run (repeat),Not provided,500,Not provided,0,,s1
BEL,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF500_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,19,COI; 18S,Not provided
NOR,Bodo,GStraM,2021-06-17,2022-11-17,ARMS_Bodo_GStraM_20210617_20221117_r1_s1,ARMS_Bodo_GStraM_20210617_20221117_SF50,ARMS_Bodo_GStra_20210617_20221117,Sessile,DMSO,first sequencing run,Not provided,50,Not provided,0,,s1
Belgium,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_MF100_2,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_s2,ARMS_Getxo_G1_20210729_20211124_SF,EMOBON_Getxo_G_20210729_20211124,Sessile,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,s2
BEL,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_SF40_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,Koster,VH2,2018-04-18,2018-09-06,ARMS_Koster_VH2_20180418_20180906_r1_s1,ARMS_Koster_VH2_20180418_20180906_SED500_DMSO,no replicate,Sediment,DMSO,first sequencing run,Not provided,500,not provided,76,COI; ITS; 18S,s1
SWE,Koster,VH1,2021-06-08,2022-06-08,ARMS_Koster_VH1_20210608_20220608_r1_s2,ARMS_Koster_VH1_20210608_20220608_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,Not provided,51,,s2
SWE,SWC,Marstrand2,2020-02-28,2020-05-27,ARMS_SWC_Marstrand2_20200228_20200527_r1_s1,ARMS_SWC_Marstrand2_20200228_20200527_MF500,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,21,COI; ITS; 18S,s1
ESP,Getxo,G1,2020-06-24,2020-11-03,ARMS_Getxo_G1_20200624_20201103_r1_s1,ARMS_Getxo_G1_20200624_20201103_MF500,ARMS_Getxo_G_20200624_20201103,Motile,DMSO,first sequencing run,Not provided,500,not provided,236,COI; ITS; 18S,s1
ESP,Vigo,TorallaA,2019-06-25,2019-10-14,ARMS_Vigo_TorallaA_20190625_20191014_r1_s1,ARMS_Vigo_TorallaA_20190625_20191014_MF100,ARMS_Vigo_Toralla_20190625_20191014,Motile,DMSO,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences,100,not provided,21,COI; ITS; 18S,s1
DNK,Limfjord,Green33,2019-06-18,2019-10-29,ARMS_Limfjord_Green33_20190618_20191029_r1_s1,ARMS_Limfjord_Green33_20190618_20191029_MF500,ARMS_Limfjord_Limfjord_20190618_20191029,Motile,DMSO,first sequencing run,Not provided,500,yes,28,COI; ITS; 18S,s1
SWE,Koster,VH1,2021-06-08,2022-06-08,ARMS_Koster_VH1_20210608_20220608_r1_s1,ARMS_Koster_VH1_20210608_20220608_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,51,,s1
SWE,SWC,Helsingborg2,2020-03-05,2020-06-04,ARMS_SWC_Helsingborg2_20200305_20200604_r1_s1,ARMS_SWC_Helsingborg2_20200305_20200604_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,not provided,23,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerB,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerB_20220622_20230905,ARMS_BelgiumCoast_CPowerB_20220622_20230905_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH3_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH3_20210422_20210722_SF40,ARMS_RavHarbour_RavH_20210422_20210722,Sessile,DMSO,first sequencing run,Not provided,40,not provided,21,COI; 18S,s1
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s1,ARMS_TZS_Angbat_20210608_20211124_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,19,,s1
Belgium,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_MF100_2,Not provided,motile fraction,Not provided,Not provided,Not provided,100,Not provided,0,,Not provided
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_SF40_1,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
ESP,Getxo,G1,2021-07-29,2021-11-24,ARMS_Getxo_G1_20210729_20211124_r1_blank,ARMS_Getxo_G1_20210729_20211124_blank,no replicate,blank,DMSO,first sequencing run,Not provided,not provided,Not provided,0,,blank
IRL,Galway,Gurr3,2020-07-23,2021-07-08,ARMS_Galway_Gurr3_20200723_20210708_r1_s1,ARMS_Galway_Gurr3_20200723_20210708_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,yes,21,COI; 18S,s1
BEL,BelgiumCoast,BirkenfelsB,2020-06-17,2021-03-09,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_r1_s1,ARMS_BelgiumCoast_BirkenfelsB_20200617_20210309_SF40,no replicate,Sessile,DMSO,first sequencing run,Not provided,40,no,37,COI; 18S,s1
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH2_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH2_20210422_20210722_MF500,ARMS_RavHarbour_RavH_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,500,not provided,23,COI; 18S,s1
Belgium,BelgiumCoast,CPowerB,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerB_20210623_20220622,ARMS_BelgiumCoast_CPowerB_20210623_20220622_SF40_2,Not provided,sessile fraction,Not provided,Not provided,Not provided,40,Not provided,0,,Not provided
FIN,TZS,Angbat,2021-06-08,2021-11-24,ARMS_TZS_Angbat_20210608_20211124_r1_s1,ARMS_TZS_Angbat_20210608_20211124_MF100_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,19,,s1
ISR,Eilat,NR2,2018-10-17,2020-05-24,ARMS_Eilat_NR2_20181017_20200524_r1_s1,ARMS_Eilat_NR2_20181017_20200524_MF100,ARMS_Eilat_NR_20181017_20200204,Motile,DMSO,first sequencing run,Not provided,100,not provided,183,COI; 18S,s1
DNK,Laeso,Laeso1,2021-08-19,2022-08-15,ARMS_Laeso_Laeso1_20210819_20220815_r1_s1,ARMS_Laeso_Laeso1_20210819_20220815_MF100,ARMS_Laeso_Laeso_20210819_20220815,Motile,DMSO,first sequencing run,Not provided,100,Not provided,0,,s1
ISR,Eilat,NR1,2018-10-17,2020-02-04,ARMS_Eilat_NR1_20181017_20200204_r1_s1,ARMS_Eilat_NR1_20181017_20200204_MF100,ARMS_Eilat_NR_20181017_20200204,Motile,DMSO,first sequencing run,Not provided,100,not provided,151,COI; 18S,s1
ITA,RavHarbour,RAVH,2021-04-22,2021-07-22,ARMS_RavHarbour_RavH3_20210422_20210722_r1_s1,ARMS_RavHarbour_RavH3_20210422_20210722_MF100,ARMS_RavHarbour_RavH_20210422_20210722,Motile,DMSO,first sequencing run,Not provided,100,not provided,21,COI; 18S,s1
DNK,Laeso,Laeso2,2021-08-19,2022-08-15,ARMS_Laeso_Laeso2_20210819_20220815_r1_s1,ARMS_Laeso_Laeso2_20210819_20220815_SF40,ARMS_Laeso_Laeso_20210819_20220815,Sessile,DMSO,first sequencing run,Not provided,40,Not provided,0,,s1
FIN,TZS,Spikarna,2021-06-07,2021-11-22,ARMS_TZS_Spikarna_20210607_20211122_r1_s1,ARMS_TZS_Spikarna_20210607_20211122_MF500_DMSO,no replicate,Motile,DMSO,first sequencing run,Not provided,500,not provided,18,,s1
ISR,Eilat,NR1,2020-12-27,2021-12-29,ARMS_Eilat_NR1_20201227_20211229_r1_s1,ARMS_Eilat_NR1_20201227_20211229_MF500,EMOBON_Eilat_NR_20201227_20211229,Motile,DMSO,first sequencing run,Not provided,500,not provided,0,,s1
Belgium,BelgiumCoast,CPowerA,2021-06-23,2022-06-22,ARMS_BelgiumCoast_CPowerA_20210623_20220622,ARMS_BelgiumCoast_CPowerA_20210623_20220622_MF500_1,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
BEL,BelgiumCoast,CPowerC,2022-05-22,2023-09-05,ARMS_BelgiumCoast_CPowerC_20220522_20230905,ARMS_BelgiumCoast_CPowerC_20220622_20230905_MF500_1,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
SWE,Koster,VH1,2021-06-08,2022-06-08,ARMS_Koster_VH1_20210608_20220608_r1_blank,ARMS_Koster_VH1_20210608_20220608_blank,no replicate,blank,DMSO,first sequencing run,Not provided,not provided,Not provided,51,,blank
SWE,Koster,VH3,2019-05-27,2020-07-16,ARMS_Koster_VH3_20190527_20200716_r1_s1,ARMS_Koster_VH3_20190527_20200716_MF100,no replicate,Motile,DMSO,first sequencing run,Not provided,100,not provided,31,COI; ITS; 18S,s1
BEL,BelgiumCoast,CPowerB,2023-10-23,2024-07-18,ARMS_BelgiumCoast_CPowerB_20231023_20240718,ARMS_BelgiumCoast_CPowerB_20231023_20240718_SF40_2,no replicate,Motile,Not provided,Not provided,Not provided,Not provided,Not provided,18,COI; 18S,Not provided
Belgium,BelgiumCoast,CPowerA,2022-06-22,2023-09-05,ARMS_BelgiumCoast_CPowerA_20220622_20230905,ARMS_BelgiumCoast_CPowerA_20220622_20230905_MF500_2,Not provided,motile fraction,Not provided,Not provided,Not provided,500,Not provided,0,,Not provided
