OTU,ARMS_Limfjord_Green33_20190618_20191029_MF500_r1,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO_r1,ARMS_Vigo_TorallaA_20190625_20191014_MF100_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF100_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_MF500_r1,ARMS_Limfjord_Green33_20190618_20191029_SF_r1,ARMS_Roscoff_MarBloR1_20190612_20190916_SF_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF100_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_MF500_r1,ARMS_Roscoff_MarBloR2_20190612_20190917_SF_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF100_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_MF500_r1,ARMS_Roscoff_MarBloR3_20190612_20190918_SF_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF500_r1,ARMS_Plymouth_MBA1A_20190716_20190916_MF100_r1,ARMS_Plymouth_MBA1A_20190716_20190916_SF_r1,ARMS_Limfjord_Green33_20190618_20191029_MF100_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF500_r1,ARMS_Plymouth_MBA1B_20190716_20190918_MF100_r1,ARMS_Plymouth_MBA1B_20190716_20190918_SF_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF500_r1,ARMS_Plymouth_MBA1C_20190716_20190920_MF100_r1,ARMS_Plymouth_MBA1C_20190716_20190920_SF_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF100_DMSO_r1,ARMS_Gdynia_GDY1_20180813_20191029_MF500_DMSO_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF500_r1,ARMS_Limfjord_Yellow8_20190618_20191029_SF_r1,ARMS_Limfjord_Red2_20190618_20191029_MF500_r1,ARMS_Limfjord_Yellow8_20190618_20191029_MF100_r1,ARMS_Limfjord_Red2_20190618_20191029_SF_r1,ARMS_Limfjord_Red2_20190618_20191029_MF100_r1,ARMS_Koster_VH1_20180418_20190527_MF500_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_MF100_DMSO_r1,ARMS_Koster_VH1_20180418_20190527_SF_DMSO_r1,Classification,TAXON:NCBI_TAX_ID
Otu404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;NA;NA;NA;NA,Ostracoda:6670
Otu405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,Main genome;Eukaryota;Rhizaria;Foraminifera;Monothalamids;Vanhoeffenella;NA;NA;NA;NA;NA,Vanhoeffenella:212486
Otu406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,5,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;NA;NA;NA;NA;NA;NA,Bryozoa:10205
Otu407,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,Main genome;Eukaryota;Rhizaria;Foraminifera;NA;NA;NA;NA;NA;NA;NA,Foraminifera:29178
Otu660,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Lichomolgus;NA;NA;NA,Lichomolgus:1109203
Otu661,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu662,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu663,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu664,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;NA;NA;NA;NA,Acoelomorpha:147099
Otu889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,Cryomonadida:589444
Otu666,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;NA;NA;NA;NA,Prolecithophora:79788
Otu667,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Macrostomorpha;Microstomum;NA;NA;NA,Microstomum:52056
Otu884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;NA;NA;NA;NA,Porosporidae:947094
Otu885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Basidiomycota;Agaricomycotina;Tremellomycetes;NA;NA;NA;NA,Tremellomycetes:155616
Otu886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Streptophyta;Embryophyceae;NA;NA;NA;NA;NA;NA,Streptophyta:35493
Otu880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;NA;NA;NA;NA,Eurotiomycetes:147545
Otu882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Mesomycetozoa;Ichthyosporea;Ichthyosphonida;Pseudoperkinsidae;NA;NA;NA;NA,Pseudoperkinsidae:2586436
Otu390,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,17,0,1,3,0,2,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;sensimae;NA;NA;NA;Selenidium1_sensimae,Apicomplexa:5794
Otu391,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu393,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;sensimae;NA;NA;NA;Selenidium1_sensimae,Apicomplexa:5794
Otu394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,3,0,1,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Cryomonadida;Protaspa-lineage;NA;NA;NA;NA,Cryomonadida:589444
Otu395,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,25,5,1,12,0,0,0,2,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Euryte;NA;NA;NA,Euryte:298417
Otu397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;Pseudanthessius;NA;NA;NA,Pseudanthessius:298443
Otu980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;NA;NA;NA;NA;NA;NA;NA,Metazoa:33208
Otu714,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Bivalvia;Heteroconchia;NA;NA;NA;NA,Heteroconchia:6599
Otu715,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;NA;NA;NA;NA,Heterobranchia:216305
Otu716,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Notomastus;latericeus;NA;NA;NA;Notomastus_latericeus,Notomastus_latericeus:167831
Otu717,0,0,0,0,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu710,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu711,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;NA;NA;NA;NA,Thraustochytriaceae:33674
Otu712,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Amphitritides;NA;NA;NA;NA;NA,Amphitritides:104686
Otu713,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;Clavelina;NA;NA;NA;NA,Clavelina:159416
Otu248,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,257,0,0,2,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Selenidium1;sensimae;NA;NA;NA;Selenidium1_sensimae,Apicomplexa:5794
Otu249,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,34,0,4,3,0,3,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;NA;NA;NA;NA,Chlorellales:35460
Otu718,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu719,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;NA;NA;NA;NA,Heterobranchia:216305
Otu867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Schlerochilus;NA;NA;NA,Schlerochilus:182509
Otu864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA,Dinoflagellata:2864
Otu865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Ostracoda;Schlerochilus;NA;NA;NA,Schlerochilus:182509
Otu862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Ulvales-relatives;NA;NA;NA;NA;NA,Ulvophyceae:33103
Otu861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;NA;NA;NA;NA;NA;NA;NA,Dinoflagellata:2864
Otu868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;NA;NA;NA;NA,Lecudinidae:158377
Otu1268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Main genome;Eukaryota;Archaeplastida;Chlorophyta;Ulvophyceae;Cladophorales;Cladophora;NA;NA;NA;NA,Cladophora:34125
Otu1262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Main genome;Eukaryota;Rhizaria;Cercozoa;Filosa-Thecofilosea;Ebriida;TAGIRI1-lineage;NA;NA;NA;NA,Ebriida:361424
Otu1263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Main genome;Eukaryota;NA;NA;NA;NA;NA;NA;NA;NA;NA,Eukaryota:2759
Otu1260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Prolecithophora;Cylindrostoma;NA;NA;NA,Cylindrostoma:79791
Otu1261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Acoelomorpha;Haplocelis;NA;NA;NA,Haplocelis:996732
Otu1266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Circeis;spirillum;NA;NA;NA;Circeis_spirillum,Circeis_spirillum:356932
Otu1267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Halisarca;NA;NA;NA;NA,Halisarca:253171
Otu1264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;Maxillopoda;NA;NA;NA;NA,Crustacea:6657
Otu1265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Main genome;Eukaryota;Opisthokonta;Metazoa;Porifera;Demospongiae;Halisarca;NA;NA;NA;NA,Halisarca:253171
Otu1042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Bryozoa;Watersipora;NA;NA;NA;NA;NA,Watersipora:193289
Otu1043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Mollusca;Gastropoda;Heterobranchia;NA;NA;NA;NA,Heterobranchia:216305
Otu1040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Platynereis;dumerilii;NA;NA;NA;Platynereis_dumerilii,Platynereis_dumerilii:6359
Otu1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;NA;NA;NA,Stylochus:31257
Otu1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;NA;NA;NA;NA;NA,Ceramiales:2802
Otu1044,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;NA;NA;NA,Stylochus:31257
Otu1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;Platynereis;dumerilii;NA;NA;NA;Platynereis_dumerilii,Platynereis_dumerilii:6359
Otu523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;NA;NA;NA;NA,Thraustochytriaceae:33674
Otu522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Fungi;NA;NA;NA;NA;NA;NA;NA,Fungi:4751
Otu1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,Main genome;Eukaryota;Archaeplastida;Rhodophyta;Florideophyceae;Ceramiales;Ceramiaceae;Pterothamnion;NA;NA;NA,Pterothamnion:173461
Otu527,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,6,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Lecudinidae;Lankesteria;ascidiae;NA;Lankesteria_ascidiae,Lankesteria_ascidiae:1278079
Otu526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Stramenopiles;Sagenista;Labyrinthulomycetes;Thraustochytrida;Thraustochytriaceae;LAB17;NA;NA;NA,Thraustochytriaceae:33674
Otu525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu1284,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu1285,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Main genome;Eukaryota;Alveolata;Dinoflagellata;Dinophyceae;NA;NA;NA;NA;NA;NA,Dinophyceae:2864
Otu1286,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;Molgula;NA;NA;NA;NA,Molgula:27574
Otu1287,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Polycladida;Stylochus;NA;NA;NA,Stylochus:31257
Otu1280,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu1281,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu1282,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,1,2,0,0,0,0,0,0,1,0,2,1,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu1283,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu1288,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu1289,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Urochordata;Ascidiacea;NA;NA;NA;NA;NA,Ascidiacea:7713
Otu417,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Craniata;Teleostei;NA;NA;NA;NA;NA,Teleostei:32443
Otu416,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Annelida;NA;NA;NA;NA;NA;NA,Annelida:6340
Otu415,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Main genome;Eukaryota;Opisthokonta;Metazoa;Arthropoda;Crustacea;NA;NA;NA;NA;NA,Crustacea:6657
