EventID,MaterialSampleID,Gene_COI,Gene_COI_negative_control,Gene_COI_demultiplexed,Gene_COI_comment,Gene_ITS,Gene_ITS_negative_control,Gene_ITS_demultiplexed,Gene_ITS_comment,Gene_18S,Gene_18S_negative_control,Gene_18S_demultiplexed,Gene_18S_comment,OriginalSampleID,ReplicateMaterialSampleID,SequencingRunRepeat,SequencingRunComment
ARMS_Koster_VH1_20190527_20200716,ARMS_Koster_VH1_20190527_20200716_SF40,ERR4914105,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914163,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914047,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH1_190527-200716_SF40_A,ARMS_Koster_VH1_20190527_20200716_SF40_r1,first sequencing run,
ARMS_Koster_VH1_20200716_20210608,ARMS_Koster_VH1_20200716_20210608_MF100,ERR12541416,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541318,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH1_20200716_20210608_MF100_A,ARMS_Koster_VH1_20200716_20210608_MF100_r1,first sequencing run,
ARMS_Koster_VH1_20200716_20210608,ARMS_Koster_VH1_20200716_20210608_MF500,ERR12541417,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541319,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH1_20200716_20210608_MF500_A,ARMS_Koster_VH1_20200716_20210608_MF500_r1,first sequencing run,
ARMS_Koster_VH1_20200716_20210608,ARMS_Koster_VH1_20200716_20210608_SF40,ERR12541418,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541320,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH1_20200716_20210608_SF40_A,ARMS_Koster_VH1_20200716_20210608_SF40_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_MF100_ETOH,ERR4018452,ERR3460471,MiSeq (indices),none,ERR4018445,ERR4018475,MiSeq (indices),none,ERR4605233,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-MF100-EtOH,ARMS_Koster_VH2_20180418_20180906_MF100_ETOH_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_MF500_ETOH,ERR4018453,ERR3460471,MiSeq (indices),none,ERR4018446,ERR4018475,MiSeq (indices),none,ERR4605234,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-MF500-EtOH,ARMS_Koster_VH2_20180418_20180906_MF500_ETOH_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH,ERR12541477,ERR12541481,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541379,ERR12541383,MiSeq (indices) / cutadapt (primers),no successful amplification & unsuccessful sequencing: no OTUs/ASVs,VH2-PS90-EtOH,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH_r2,second sequencing run (repeat),PCR amplification and sequencing was repeated due to limited results obtained from the previous sequencing
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH,none,none,none,no successful amplification,ERR4018449,ERR4018475,MiSeq (indices),none,ERR4605237,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-PS90-EtOH,ARMS_Koster_VH2_20180418_20180906_PS90_ETOH_r1,first sequencing run,PCR amplification and sequencing will be repeated due to limited results obtained from these sequences
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_SED100_DMSO,ERR4018454,ERR3460471,MiSeq (indices),none,ERR4018447,ERR4018475,MiSeq (indices),none,ERR4605235,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-SS100-DMSO,ARMS_Koster_VH2_20180418_20180906_SED100_DMSO_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_SED500_DMSO,ERR4018455,ERR3460471,MiSeq (indices),none,ERR4018448,ERR4018475,MiSeq (indices),none,ERR4605236,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-SS500-DMSO,ARMS_Koster_VH2_20180418_20180906_SED500_DMSO_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_SF40_DMSO,ERR4018451,ERR3460471,MiSeq (indices),none,ERR4018444,ERR4018475,MiSeq (indices),none,ERR4605232,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-SF-DMSO Sessile,ARMS_Koster_VH2_20180418_20180906_SF40_DMSO_r1,first sequencing run,
ARMS_Koster_VH2_20180418_20180906,ARMS_Koster_VH2_20180418_20180906_SF40_ETOH,ERR4018450,ERR3460471,MiSeq (indices),none,ERR4018443,ERR4018475,MiSeq (indices),none,ERR4605231,ERR4605902,MiSeq (indices) / cutadapt (primers),none,VH2-SF-EtOH Sessile,ARMS_Koster_VH2_20180418_20180906_SF40_ETOH_r1,first sequencing run,
ARMS_Koster_VH2_20190527_20200716,ARMS_Koster_VH2_20190527_20200716_MF100,ERR4914109,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914167,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914051,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH2_190527-200716_ MF100,ARMS_Koster_VH2_20190527_20200716_MF100_r1,first sequencing run,
ARMS_Koster_VH2_20190527_20200716,ARMS_Koster_VH2_20190527_20200716_MF500,ERR4914110,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914168,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914052,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH2_190527-200716_ MF500,ARMS_Koster_VH2_20190527_20200716_MF500_r1,first sequencing run,
ARMS_Koster_VH2_20190527_20200716,ARMS_Koster_VH2_20190527_20200716_SF40,ERR4914111,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914169,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914053,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH2_190527-200716_SF40_A,ARMS_Koster_VH2_20190527_20200716_SF40_r1,first sequencing run,
ARMS_Koster_VH2_20200716_20210608,ARMS_Koster_VH2_20200716_20210608_MF100,ERR12541419,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541321,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH2_20200716_20210608_MF100_Α,ARMS_Koster_VH2_20200716_20210608_MF100_r1,first sequencing run,
ARMS_Koster_VH2_20200716_20210608,ARMS_Koster_VH2_20200716_20210608_MF500,ERR12541420,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541322,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH2_20200716_20210608_MF500_A,ARMS_Koster_VH2_20200716_20210608_MF500_r1,first sequencing run,
ARMS_Koster_VH2_20200716_20210608,ARMS_Koster_VH2_20200716_20210608_SF40,ERR12541421,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541323,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH2_20200716_20210608_SF40_A,ARMS_Koster_VH2_20200716_20210608_SF40_r1,first sequencing run,
ARMS_Koster_VH3_20180418_20190527,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO,ERR4018470,ERR4018471,MiSeq (indices),none,ERR4018465,ERR4018473,MiSeq (indices),none,ERR4018460,ERR4018472,MiSeq (indices),none,2018_Koster_VH3_MF100_DMSO,ARMS_Koster_VH3_20180418_20190527_MF100_DMSO_r1,first sequencing run,
ARMS_Koster_VH3_20180418_20190527,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO,ERR4018469,ERR4018471,MiSeq (indices),none,ERR4018464,ERR4018473,MiSeq (indices),none,ERR4018459,ERR4018472,MiSeq (indices),none,2018_Koster_VH3_MF500_DMSO,ARMS_Koster_VH3_20180418_20190527_MF500_DMSO_r1,first sequencing run,
ARMS_Koster_VH3_20180418_20190527,ARMS_Koster_VH3_20180418_20190527_SF40_DMSO,ERR7127610,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127609,ERR7125581,MiSeq (indices),none,2018_Koster_VH3-SF40-DMSO,ARMS_Koster_VH3_20180418_20190527_SF40_DMSO_r1,first sequencing run,
ARMS_Koster_VH3_20190527_20200716,ARMS_Koster_VH3_20190527_20200716_MF100,ERR4914106,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914164,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914048,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH3_190527-200716_ MF100,ARMS_Koster_VH3_20190527_20200716_MF100_r1,first sequencing run,
ARMS_Koster_VH3_20190527_20200716,ARMS_Koster_VH3_20190527_20200716_MF500,ERR4914107,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914165,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914049,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH3_190527-200716_ MF500,ARMS_Koster_VH3_20190527_20200716_MF500_r1,first sequencing run,
ARMS_Koster_VH3_20190527_20200716,ARMS_Koster_VH3_20190527_20200716_SF40,ERR4914108,ERR4914160,MiSeq (indices) / cutadapt (primers),none,ERR4914166,ERR4914218,MiSeq (indices) / cutadapt (primers),none,ERR4914050,ERR4914102,MiSeq (indices) / cutadapt (primers),none,ARMS_KOSTER_VH3_190527-200716_SF40_A,ARMS_Koster_VH3_20190527_20200716_SF40_r1,first sequencing run,
ARMS_Koster_VH3_20200716_20210608,ARMS_Koster_VH3_20200716_20210608_MF100,ERR12541422,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541324,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH3_20200716_20210608_MF100_A,ARMS_Koster_VH3_20200716_20210608_MF100_r1,first sequencing run,
ARMS_Koster_VH3_20200716_20210608,ARMS_Koster_VH3_20200716_20210608_MF500,ERR12541423,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541325,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH3_20200716_20210608_MF500_A,ARMS_Koster_VH3_20200716_20210608_MF500_r1,first sequencing run,
ARMS_Koster_VH3_20200716_20210608,ARMS_Koster_VH3_20200716_20210608_SF40,ERR12541424,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541326,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Koster_VH3_20200716_20210608_SF40_A,ARMS_Koster_VH3_20200716_20210608_SF40_r1,first sequencing run,
ARMS_Laeso_Laeso1_20190819_20200811,ARMS_Laeso_Laeso1_20190819_20200811_MF100,ERR7127583,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127584,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127582,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe1_190819-200811_MF100_A,ARMS_Laeso_Laeso1_20190819_20200811_MF100_r1,first sequencing run,
ARMS_Laeso_Laeso1_20190819_20200811,ARMS_Laeso_Laeso1_20190819_20200811_MF500,ERR7127586,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127587,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127585,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe1_190819-200811_MF500_A,ARMS_Laeso_Laeso1_20190819_20200811_MF500_r1,first sequencing run,
ARMS_Laeso_Laeso1_20190819_20200811,ARMS_Laeso_Laeso1_20190819_20200811_SF40,ERR7127589,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127590,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127588,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe1_190819-200811_SF40_A,ARMS_Laeso_Laeso1_20190819_20200811_SF40_r1,first sequencing run,
ARMS_Laeso_Laeso2_20190819_20200811,ARMS_Laeso_Laeso2_20190819_20200811_MF100,ERR7127592,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127593,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127591,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe2_190819-200811_MF100_A,ARMS_Laeso_Laeso2_20190819_20200811_MF100_r1,first sequencing run,
ARMS_Laeso_Laeso2_20190819_20200811,ARMS_Laeso_Laeso2_20190819_20200811_MF500,ERR7127607,ERR7125582,MiSeq (indices),none,none,none,none,discontinued,ERR7127606,ERR7125581,MiSeq (indices),none,ARMS_Laesoe2_190819-200811_MF500_A,ARMS_Laeso_Laeso2_20190819_20200811_MF500_r1,first sequencing run,
ARMS_Laeso_Laeso2_20190819_20200811,ARMS_Laeso_Laeso2_20190819_20200811_SF40,ERR7127595,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127596,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127594,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe2_190819-200811_SF40_A,ARMS_Laeso_Laeso2_20190819_20200811_SF40_r1,first sequencing run,
ARMS_Laeso_Laeso3_20190819_20200811,ARMS_Laeso_Laeso3_20190819_20200811_MF100,ERR7127598,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127599,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127597,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe3_190819-200811_MF100_A,ARMS_Laeso_Laeso3_20190819_20200811_MF100_r1,first sequencing run,
ARMS_Laeso_Laeso3_20190819_20200811,ARMS_Laeso_Laeso3_20190819_20200811_MF500,ERR7127601,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127602,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127600,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe3_190819-200811_MF500_A,ARMS_Laeso_Laeso3_20190819_20200811_MF500_r1,first sequencing run,
ARMS_Laeso_Laeso3_20190819_20200811,ARMS_Laeso_Laeso3_20190819_20200811_SF40,ERR7127604,ERR7125534,MiSeq (indices) / cutadapt (primers),none,ERR7127605,ERR7125535,MiSeq (indices) / cutadapt (primers),none,ERR7127603,ERR7125533,MiSeq (indices) / cutadapt (primers),none,ARMS_Laesoe3_190819-200811_SF40_A,ARMS_Laeso_Laeso3_20190819_20200811_SF40_r1,first sequencing run,
ARMS_Limfjord_Green33_20190618_20191029,ARMS_Limfjord_Green33_20190618_20191029_MF100,ERR4018499,ERR4018471,MiSeq (indices),none,ERR4018490,ERR4018473,MiSeq (indices),none,ERR4018481,ERR4018472,MiSeq (indices),none,2019_Limfjord_Green33_MF100_DMSO,ARMS_Limfjord_Green33_20190618_20191029_MF100_r1,first sequencing run,
ARMS_Limfjord_Green33_20190618_20191029,ARMS_Limfjord_Green33_20190618_20191029_MF500,ERR4018497,ERR4018471,MiSeq (indices),none,ERR4018488,ERR4018473,MiSeq (indices),none,ERR4018479,ERR4018472,MiSeq (indices),none,2019_Limfjord_Green33_MF500_DMSO,ARMS_Limfjord_Green33_20190618_20191029_MF500_r1,first sequencing run,
ARMS_Limfjord_Green33_20190618_20191029,ARMS_Limfjord_Green33_20190618_20191029_SF40,ERR4018498,ERR4018471,MiSeq (indices),none,ERR4018489,ERR4018473,MiSeq (indices),none,ERR4018480,ERR4018472,MiSeq (indices),none,2019_Limfjord_Green33_SF_DMSO,ARMS_Limfjord_Green33_20190618_20191029_SF40_r1,first sequencing run,
ARMS_Limfjord_Green33_20191029_20201110,ARMS_Limfjord_Green33_20191029_20201110_MF100,ERR9632096,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632081,ERR9632062,MiSeq (indices),none,ARMS_Limfjord1_191029-201110_MF100_B,ARMS_Limfjord_Green33_20191029_20201110_MF100_r1,first sequencing run,
ARMS_Limfjord_Green33_20191029_20201110,ARMS_Limfjord_Green33_20191029_20201110_MF500,ERR9632097,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632082,ERR9632062,MiSeq (indices),none,ARMS_Limfjord1_191029-201110_MF500_B,ARMS_Limfjord_Green33_20191029_20201110_MF500_r1,first sequencing run,
ARMS_Limfjord_Green33_20191029_20201110,ARMS_Limfjord_Green33_20191029_20201110_SF40,ERR9632098,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632083,ERR9632062,MiSeq (indices),none,ARMS_Limfjord1_191029-201110_SF40_B,ARMS_Limfjord_Green33_20191029_20201110_SF40_r1,first sequencing run,
ARMS_Limfjord_Green33_20201110_20211115,ARMS_Limfjord_Green33_20201110_20211115_MF100,ERR12541425,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541327,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Limfjord1_201110-211115_MF100_A,ARMS_Limfjord_Green33_20201110_20211115_MF100_r1,first sequencing run,
ARMS_Limfjord_Green33_20201110_20211115,ARMS_Limfjord_Green33_20201110_20211115_MF500,ERR12541426,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541328,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord1_201110-211115_MF500_A,ARMS_Limfjord_Green33_20201110_20211115_MF500_r1,first sequencing run,
ARMS_Limfjord_Green33_20201110_20211115,ARMS_Limfjord_Green33_20201110_20211115_SF40,ERR12541427,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541329,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord1_201110-211115_SF40_A,ARMS_Limfjord_Green33_20201110_20211115_SF40_r1,first sequencing run,
ARMS_Limfjord_Red2_20190618_20191029,ARMS_Limfjord_Red2_20190618_20191029_MF100,ERR4018502,ERR4018471,MiSeq (indices),none,ERR4018493,ERR4018473,MiSeq (indices),none,ERR4018484,ERR4018472,MiSeq (indices),none,2019_Limfjord_Red2_MF100_DMSO,ARMS_Limfjord_Red2_20190618_20191029_MF100_r1,first sequencing run,
ARMS_Limfjord_Red2_20190618_20191029,ARMS_Limfjord_Red2_20190618_20191029_MF500,ERR4018500,ERR4018471,MiSeq (indices),none,ERR4018491,ERR4018473,MiSeq (indices),none,ERR4018482,ERR4018472,MiSeq (indices),none,2019_Limfjord_Red2_MF500_DMSO,ARMS_Limfjord_Red2_20190618_20191029_MF500_r1,first sequencing run,
ARMS_Limfjord_Red2_20190618_20191029,ARMS_Limfjord_Red2_20190618_20191029_SF40,ERR4018501,ERR4018471,MiSeq (indices),none,ERR4018492,ERR4018473,MiSeq (indices),none,ERR4018483,ERR4018472,MiSeq (indices),none,2019_Limfjord_Red2_SF_DMSO,ARMS_Limfjord_Red2_20190618_20191029_SF40_r1,first sequencing run,
ARMS_Limfjord_Red2_20191029_20201110,ARMS_Limfjord_Red2_20191029_20201110_MF100,ERR9632099,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632084,ERR9632062,MiSeq (indices),none,ARMS_Limfjord3_191029-201110_MF100_B,ARMS_Limfjord_Red2_20191029_20201110_MF100_r1,first sequencing run,
ARMS_Limfjord_Red2_20191029_20201110,ARMS_Limfjord_Red2_20191029_20201110_MF500,ERR9632100,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632085,ERR9632062,MiSeq (indices),none,ARMS_Limfjord3_191029-201110_MF500_B,ARMS_Limfjord_Red2_20191029_20201110_MF500_r1,first sequencing run,
ARMS_Limfjord_Red2_20191029_20201110,ARMS_Limfjord_Red2_20191029_20201110_SF40,ERR9632101,ERR9632065,MiSeq (indices),none,none,none,none,discontinued,ERR9632086,ERR9632062,MiSeq (indices),none,ARMS_Limfjord3_191029-201110_SF40_B,ARMS_Limfjord_Red2_20191029_20201110_SF40_r1,first sequencing run,
ARMS_Limfjord_Red2_20201110_20211115,ARMS_Limfjord_Red2_20201110_20211115_MF100,ERR12541431,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541333,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Limfjord3_201110-211115_MF100_A,ARMS_Limfjord_Red2_20201110_20211115_MF100_r1,first sequencing run,
ARMS_Limfjord_Red2_20201110_20211115,ARMS_Limfjord_Red2_20201110_20211115_MF500,ERR12541432,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541334,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord3_201110-211115_MF500_A,ARMS_Limfjord_Red2_20201110_20211115_MF500_r1,first sequencing run,
ARMS_Limfjord_Red2_20201110_20211115,ARMS_Limfjord_Red2_20201110_20211115_SF40,ERR12541433,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541335,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord3_201110-211115_SF40_A,ARMS_Limfjord_Red2_20201110_20211115_SF40_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20190618_20191029,ARMS_Limfjord_Yellow8_20190618_20191029_MF100,ERR4018496,ERR4018471,MiSeq (indices),none,ERR4018487,ERR4018473,MiSeq (indices),none,ERR4018478,ERR4018472,MiSeq (indices),none,2019_Limfjord_Yellow8_MF100_DMSO,ARMS_Limfjord_Yellow8_20190618_20191029_MF100_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20190618_20191029,ARMS_Limfjord_Yellow8_20190618_20191029_MF500,ERR4018494,ERR4018471,MiSeq (indices),none,ERR4018485,ERR4018473,MiSeq (indices),none,ERR4018476,ERR4018472,MiSeq (indices),none,2019_Limfjord_Yellow8_MF500_DMSO,ARMS_Limfjord_Yellow8_20190618_20191029_MF500_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20190618_20191029,ARMS_Limfjord_Yellow8_20190618_20191029_SF40,ERR4018495,ERR4018471,MiSeq (indices),none,ERR4018486,ERR4018473,MiSeq (indices),none,ERR4018477,ERR4018472,MiSeq (indices),none,2019_Limfjord_Yellow8_SF_DMSO,ARMS_Limfjord_Yellow8_20190618_20191029_SF40_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20201110_20211115,ARMS_Limfjord_Yellow8_20201110_20211115_MF100,ERR12541428,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541330,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_Limfjord2_201110-211115_MF100_A,ARMS_Limfjord_Yellow8_20201110_20211115_MF100_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20201110_20211115,ARMS_Limfjord_Yellow8_20201110_20211115_MF500,ERR12541429,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541331,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord2_201110-211115_MF500_A,ARMS_Limfjord_Yellow8_20201110_20211115_MF500_r1,first sequencing run,
ARMS_Limfjord_Yellow8_20201110_20211115,ARMS_Limfjord_Yellow8_20201110_20211115_SF40,ERR12541430,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541332,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS_ Limfjord2_201110-211115_SF40_A,ARMS_Limfjord_Yellow8_20201110_20211115_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_MF100,ERR4018670,ERR4018471,MiSeq (indices),none,ERR4018661,ERR4018473,MiSeq (indices),none,ERR4018652,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1A_MF100_DMSO,ARMS_Plymouth_MBA1A_20190716_20190916_MF100_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_MF500,ERR4018669,ERR4018471,MiSeq (indices),none,ERR4018660,ERR4018473,MiSeq (indices),none,ERR4018651,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1A_MF500_DMSO,ARMS_Plymouth_MBA1A_20190716_20190916_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20190716_20190916,ARMS_Plymouth_MBA1A_20190716_20190916_SF40,ERR4018671,ERR4018471,MiSeq (indices),none,ERR4018662,ERR4018473,MiSeq (indices),none,ERR4018653,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1A_SF_DMSO,ARMS_Plymouth_MBA1A_20190716_20190916_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20200717_20200921,ARMS_Plymouth_MBA1A_20200717_20200921_MF100,ERR12541434,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541336,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1A_200717-200921_MF100_DMSO,ARMS_Plymouth_MBA1A_20200717_20200921_MF100_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20200717_20200921,ARMS_Plymouth_MBA1A_20200717_20200921_MF500,ERR12541435,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541337,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1A_200717-200921_MF500_DMSO,ARMS_Plymouth_MBA1A_20200717_20200921_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1A_20200717_20200921,ARMS_Plymouth_MBA1A_20200717_20200921_SF40,ERR12541436,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541338,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1A_200717-200921_SF_DMSO,ARMS_Plymouth_MBA1A_20200717_20200921_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_MF100,ERR4018673,ERR4018471,MiSeq (indices),none,ERR4018664,ERR4018473,MiSeq (indices),none,ERR4018655,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1B_MF100_DMSO,ARMS_Plymouth_MBA1B_20190716_20190918_MF100_r1,first sequencing run,
ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_MF500,ERR4018672,ERR4018471,MiSeq (indices),none,ERR4018663,ERR4018473,MiSeq (indices),none,ERR4018654,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1B_MF500_DMSO,ARMS_Plymouth_MBA1B_20190716_20190918_MF500_r1,first sequencing run,
ARMS_Plymouth_MBA1B_20190716_20190918,ARMS_Plymouth_MBA1B_20190716_20190918_SF40,ERR4018674,ERR4018471,MiSeq (indices),none,ERR4018665,ERR4018473,MiSeq (indices),none,ERR4018656,ERR4018472,MiSeq (indices),none,2019_MBA_ARMS1B_SF_DMSO,ARMS_Plymouth_MBA1B_20190716_20190918_SF40_r1,first sequencing run,
ARMS_Plymouth_MBA1B_20200717_20200922,ARMS_Plymouth_MBA1B_20200717_20200922_MF100,ERR12541437,ERR12541482,MiSeq (indices) / cutadapt (primers),none,none,none,none,discontinued,ERR12541339,ERR12541384,MiSeq (indices) / cutadapt (primers),none,ARMS1B_200717-200922_MF100_DMSO,ARMS_Plymouth_MBA1B_20200717_20200922_MF100_r1,first sequencing run,
